#enable_time_secs=1556708767	enable_time_usecs=884575	siftrver=1.2.4	hz=1000	tcp_rtt_scale=32	sysname=FreeBSD	sysver=1001000	ipmode=4
o,0x65245e9c,1556708767.884592,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66560,66608,6,6,4,1448,157,1,16778212,230,33304,208,66608,0,156,0,1
o,0x4191333e,1556708767.884599,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66560,66608,6,6,4,1448,157,1,16778212,230,33304,260,66608,0,208,0,1
i,0xe13c99ab,1556708767.884808,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66560,66608,6,6,4,1448,157,1,16778212,230,33304,260,66608,0,260,0,1
o,0x89a8cef5,1556708767.884814,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66496,66608,6,6,4,1448,166,1,16778212,230,33304,140,66608,0,104,0,2
i,0x12f7532b,1556708767.884815,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66496,66608,6,6,4,1448,166,1,16778212,230,33304,140,66608,0,140,0,2
o,0x04b4b38c,1556708767.884962,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66432,66608,6,6,4,1448,146,1,16778212,230,33304,140,66608,0,36,0,1
i,0xab7d252b,1556708767.885220,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66432,66608,6,6,4,1448,146,1,16778212,230,33304,140,66608,0,140,0,1
i,0xd94f6b13,1556708767.885524,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66496,66608,6,6,4,1448,128,1,996,230,33304,0,66608,0,0,0,1
i,0x29a01476,1556708767.899942,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66560,66608,6,6,4,1448,128,1,996,230,33304,0,66608,0,0,0,1
o,0x18bb8dab,1556708767.899947,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66560,66608,6,6,5,1448,128,1,997,230,33304,0,66608,36,0,0,1
o,0x264e862b,1556708767.900075,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66560,66608,6,6,8,1448,128,1,996,230,33304,0,0,0,0,0,1
i,0x7b0c6e2b,1556708767.900344,10.1.1.67,22,10.1.1.11,23302,4464,5792,0,66560,66608,6,6,8,1448,128,1,1012,230,33304,0,0,0,1,0,1
i,0xec1b430a,1556708768.003504,10.1.1.67,22,10.1.1.11,36569,4464,14480,0,66560,66608,6,6,4,1448,157,1,16778208,230,33304,0,66608,0,0,0,0
o,0x83aee60b,1556708768.007518,10.1.1.67,22,10.1.1.11,36569,4464,14480,0,66560,66608,6,6,4,1448,157,1,16778208,230,33304,49,66608,25,0,0,0
o,0x748cb4e9,1556708768.008002,10.1.1.67,22,10.1.1.11,36569,4464,14480,0,66560,66608,6,6,4,1448,157,1,16778208,230,33304,1697,66608,0,49,0,0
i,0xf88e1e87,1556708768.008046,10.1.1.67,22,10.1.1.11,36569,4464,14480,0,66560,66608,6,6,4,1448,157,1,16778208,230,33304,1697,66608,0,1497,0,0
o,0x43e34c66,1556708768.113810,10.1.1.67,22,10.1.1.11,36569,4464,13032,0,66560,66608,6,6,4,1448,142,1,16778209,230,33304,1648,66608,0,1448,0,2
i,0x2c0269ea,1556708768.114070,10.1.1.67,22,10.1.1.11,36569,4464,13032,0,66560,66608,6,6,4,1448,142,1,16778208,230,33304,1648,66608,0,1648,0,2
i,0x2ed7243c,1556708768.126096,10.1.1.67,22,10.1.1.11,36569,4464,11584,0,66368,66608,6,6,4,1448,549,1,992,335,33304,0,66608,0,0,0,1
o,0xeb825443,1556708768.128043,10.1.1.67,22,10.1.1.11,36569,4464,11584,0,66560,66608,6,6,4,1448,549,1,16778208,335,33304,848,66608,0,0,0,1
i,0xac8e231a,1556708768.143858,10.1.1.67,22,10.1.1.11,36569,4464,11584,0,66560,66608,6,6,4,1448,549,1,16778208,335,33304,848,66608,0,848,0,1
o,0x10a03a09,1556708768.249821,10.1.1.67,22,10.1.1.11,36569,4464,10136,0,66560,66608,6,6,4,1448,545,1,993,307,33304,0,66608,0,0,0,17
i,0xc9866e9e,1556708768.250069,10.1.1.67,22,10.1.1.11,36569,4464,10136,0,66560,66608,6,6,4,1448,545,1,992,307,33304,0,66608,0,0,0,17
o,0xf15aaadb,1556708768.250089,10.1.1.67,22,10.1.1.11,36569,4464,10136,0,66560,66608,6,6,4,1448,545,1,16778208,307,33304,52,66608,0,0,0,17
i,0xde3a8916,1556708768.285159,10.1.1.67,22,10.1.1.11,36569,4464,10136,0,66560,66608,6,6,4,1448,545,1,16778208,307,33304,52,66608,0,52,0,17
o,0x57022242,1556708768.288467,10.1.1.67,22,10.1.1.11,36569,4464,8688,0,66560,66608,6,6,4,1448,617,1,16778208,305,33304,68,66608,0,0,0,36
i,0x5617a139,1556708768.297521,10.1.1.67,22,10.1.1.11,36569,4464,8688,0,66560,66608,6,6,4,1448,617,1,16778208,305,33304,68,66608,0,68,0,36
o,0xde6d4b79,1556708768.297533,10.1.1.67,22,10.1.1.11,36569,4464,7240,0,66560,66608,6,6,4,1448,576,1,16778208,292,33304,52,66608,0,0,0,10
i,0x64f99cec,1556708768.298074,10.1.1.67,22,10.1.1.11,36569,4464,7240,0,66560,66608,6,6,4,1448,576,1,16778208,292,33304,52,66608,0,52,0,10
o,0xa28247e7,1556708768.298114,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,508,1,16778208,289,33304,68,66608,0,0,0,2
i,0xded1ea3c,1556708768.317601,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,508,1,16778208,289,33304,68,66608,0,68,0,2
o,0x3cc0f35b,1556708768.317612,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,525,1,16778208,275,33304,52,66608,0,0,0,21
i,0xe1081115,1556708768.318088,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,525,1,16778208,275,33304,52,66608,0,52,0,21
o,0x41908e2f,1556708768.318541,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,460,1,16778208,275,33304,100,66608,0,0,0,1
i,0xb9d0ea1d,1556708768.319004,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,460,1,16778208,275,33304,100,66608,0,100,0,1
o,0x930635fa,1556708768.322392,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,407,1,16778208,271,33304,52,66608,0,0,0,2
i,0xb7f6f354,1556708768.322806,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,407,1,16778208,271,33304,52,66608,0,52,0,2
o,0x3d3e9515,1556708768.322849,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,361,1,16778208,267,33304,36,66608,0,0,0,2
i,0x87b06d60,1556708768.337733,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,361,1,16778208,267,33304,36,66608,0,36,0,2
o,0x2de4a4b9,1556708768.337778,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,376,1,16778208,257,33304,52,66608,0,0,0,16
i,0x42796d2c,1556708768.357643,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,376,1,16778208,257,33304,52,66608,0,52,0,16
o,0x487f73d4,1556708768.357738,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,409,1,16778208,255,33304,36,66608,0,0,0,21
i,0x4d36296b,1556708768.358345,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,409,1,16778208,255,33304,36,66608,0,36,0,21
o,0xdb69f4e7,1556708768.358559,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,358,1,16778212,256,33304,88,66608,0,0,0,1
o,0xc1c8e67a,1556708768.364119,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,358,1,16778212,256,33304,140,66608,0,88,0,1
i,0x9f7aed2a,1556708768.364373,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66560,66608,6,6,4,1448,358,1,16778212,256,33304,140,66608,0,140,0,1
o,0xa2ebcfc6,1556708768.366010,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66496,66608,6,6,4,1448,334,1,16778212,250,33304,132,66608,0,0,0,1
o,0xdb2fa8ab,1556708768.366020,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66496,66608,6,6,4,1448,334,1,16778212,250,33304,216,66608,0,132,0,1
i,0x88fb2a4b,1556708768.366286,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66496,66608,6,6,4,1448,334,1,16778212,250,33304,216,66608,0,216,0,1
o,0x8e7ea140,1556708768.470891,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66368,66608,6,6,4,1448,293,1,16778212,249,33304,52,66608,0,0,0,1
o,0x31c990f6,1556708768.471276,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66368,66608,6,6,4,1448,293,1,16778212,249,33304,192,66608,0,52,0,1
i,0x8fa3892a,1556708768.471539,10.1.1.67,22,10.1.1.11,36569,4464,5792,0,66368,66608,6,6,4,1448,293,1,16778212,249,33304,192,66608,0,192,0,1
