#enable_time_secs=1556708860	enable_time_usecs=104540	siftrver=1.2.4	hz=1000	tcp_rtt_scale=32	sysname=FreeBSD	sysver=1001000	ipmode=4
o,0x3c6d655c,1556708860.104568,10.1.1.67,22,10.1.1.11,44068,1073725440,20330,0,66560,66608,6,6,4,1448,182,1,16778212,234,33304,208,66608,0,156,0,1
o,0x6506607b,1556708860.104577,10.1.1.67,22,10.1.1.11,44068,1073725440,20330,0,66560,66608,6,6,4,1448,182,1,16778212,234,33304,260,66608,0,208,0,1
o,0xea1cb373,1556708860.104772,10.1.1.67,22,10.1.1.11,44068,1073725440,20330,0,66560,66608,6,6,4,1448,182,1,16778212,234,33304,296,66608,0,260,0,1
i,0x8e6cfd0a,1556708860.104795,10.1.1.67,22,10.1.1.11,44068,1073725440,20330,0,66560,66608,6,6,4,1448,182,1,16778212,234,33304,296,66608,0,296,0,1
i,0x61121b4a,1556708860.104798,10.1.1.67,22,10.1.1.11,44068,1073725440,20486,0,66496,66608,6,6,4,1448,188,1,996,230,33304,140,66608,0,140,0,2
o,0x5408fd8f,1556708860.104921,10.1.1.67,22,10.1.1.11,44068,1073725440,20590,0,66432,66608,6,6,4,1448,165,1,16778212,230,33304,140,66608,0,36,0,1
i,0x58ad888a,1556708860.105167,10.1.1.67,22,10.1.1.11,44068,1073725440,20590,0,66432,66608,6,6,4,1448,165,1,16778212,230,33304,140,66608,0,140,0,1
i,0xc2eedb55,1556708860.105644,10.1.1.67,22,10.1.1.11,44068,1073725440,20730,0,66496,66608,6,6,4,1448,145,1,996,230,33304,0,66608,0,0,0,1
i,0xecaed0b3,1556708860.119285,10.1.1.67,22,10.1.1.11,44068,1073725440,20730,0,66560,66608,6,6,4,1448,145,1,996,230,33304,0,66608,0,0,0,1
o,0x576ac48a,1556708860.119289,10.1.1.67,22,10.1.1.11,44068,1073725440,20730,0,66560,66608,6,6,5,1448,145,1,997,230,33304,0,66608,36,0,0,1
o,0x64fdbd0a,1556708860.119419,10.1.1.67,22,10.1.1.11,44068,1073725440,20730,0,66560,66608,6,6,8,1448,145,1,996,230,33304,0,0,0,0,0,1
i,0x06bcda69,1556708860.119668,10.1.1.67,22,10.1.1.11,44068,1073725440,20730,0,66560,66608,6,6,8,1448,145,1,1012,230,33304,0,0,0,1,0,1
i,0xe3174e28,1556708860.183483,10.1.1.67,22,10.1.1.11,26809,1073725440,14481,0,66560,66608,6,6,4,1448,158,1,16778208,231,33304,0,66608,0,0,0,0
o,0xaee8f70b,1556708860.187748,10.1.1.67,22,10.1.1.11,26809,1073725440,14481,0,66560,66608,6,6,4,1448,158,1,16778208,231,33304,49,66608,25,0,0,0
o,0x9fd2ab89,1556708860.188242,10.1.1.67,22,10.1.1.11,26809,1073725440,14481,0,66560,66608,6,6,4,1448,158,1,16778208,231,33304,1697,66608,0,49,0,0
i,0x16f93fe5,1556708860.188263,10.1.1.67,22,10.1.1.11,26809,1073725440,14481,0,66560,66608,6,6,4,1448,158,1,16778208,231,33304,1697,66608,0,1497,0,0
i,0x9ebb4228,1556708860.287636,10.1.1.67,22,10.1.1.11,26809,1073725440,14530,0,66560,66608,6,6,4,1448,139,1,992,230,33304,1648,66608,0,1448,0,1
o,0x473eaac3,1556708860.287639,10.1.1.67,22,10.1.1.11,26809,1073725440,15978,0,66560,66608,6,6,4,1448,522,1,16778208,330,33304,200,66608,0,0,0,101
i,0x81bc0afc,1556708860.300156,10.1.1.67,22,10.1.1.11,26809,1073725440,15978,0,66560,66608,6,6,4,1448,522,1,16778208,330,33304,200,66608,0,200,0,101
o,0xa71bf9ea,1556708860.302100,10.1.1.67,22,10.1.1.11,26809,1073725440,16178,0,66560,66608,6,6,4,1448,505,1,16778208,306,33304,848,66608,0,0,0,13
i,0xbdf7c3b9,1556708860.318134,10.1.1.67,22,10.1.1.11,26809,1073725440,16178,0,66560,66608,6,6,4,1448,505,1,16778208,306,33304,848,66608,0,848,0,13
o,0x7e1a5b49,1556708860.423802,10.1.1.67,22,10.1.1.11,26809,1073725440,17026,0,66560,66608,6,6,4,1448,506,1,993,283,33304,0,66608,0,0,0,17
i,0x85ecefbc,1556708860.424044,10.1.1.67,22,10.1.1.11,26809,1073725440,17026,0,66560,66608,6,6,4,1448,506,1,992,283,33304,0,66608,0,0,0,17
