#enable_time_secs=1556708349	enable_time_usecs=083284	siftrver=1.2.4	hz=1000	tcp_rtt_scale=32	sysname=FreeBSD	sysver=1001000	ipmode=4
o,0xa34b9d3b,1556708349.083301,10.1.1.67,22,10.1.1.11,18879,1073725440,20330,0,66560,66608,6,6,4,1448,191,1,16778212,238,33304,208,66608,0,156,0,1
o,0x598cbb98,1556708349.083307,10.1.1.67,22,10.1.1.11,18879,1073725440,20330,0,66560,66608,6,6,4,1448,191,1,16778212,238,33304,260,66608,0,208,0,1
o,0xdc2307f2,1556708349.083515,10.1.1.67,22,10.1.1.11,18879,1073725440,20330,0,66560,66608,6,6,4,1448,191,1,16778212,238,33304,296,66608,0,260,0,1
i,0x96580369,1556708349.083518,10.1.1.67,22,10.1.1.11,18879,1073725440,20330,0,66560,66608,6,6,4,1448,191,1,16778212,238,33304,296,66608,0,296,0,1
i,0xa692c5c8,1556708349.083521,10.1.1.67,22,10.1.1.11,18879,1073725440,20486,0,66496,66608,6,6,4,1448,192,1,996,230,33304,140,66608,0,140,0,1
o,0x12d0ab92,1556708349.083659,10.1.1.67,22,10.1.1.11,18879,1073725440,20590,0,66432,66608,6,6,4,1448,168,1,16778212,230,33304,140,66608,0,36,0,1
i,0x03dffca9,1556708349.083913,10.1.1.67,22,10.1.1.11,18879,1073725440,20590,0,66432,66608,6,6,4,1448,168,1,16778212,230,33304,140,66608,0,140,0,1
i,0xaa383450,1556708349.084219,10.1.1.67,22,10.1.1.11,18879,1073725440,20730,0,66496,66608,6,6,4,1448,151,1,996,230,33304,0,66608,0,0,0,1
i,0xe100e935,1556708349.097904,10.1.1.67,22,10.1.1.11,18879,1073725440,20730,0,66560,66608,6,6,4,1448,151,1,996,230,33304,0,66608,0,0,0,1
o,0x3153ed8a,1556708349.097908,10.1.1.67,22,10.1.1.11,18879,1073725440,20730,0,66560,66608,6,6,5,1448,151,1,997,230,33304,0,66608,36,0,0,1
o,0x7a1f8129,1556708349.098035,10.1.1.67,22,10.1.1.11,18879,1073725440,20730,0,66560,66608,6,6,8,1448,151,1,996,230,33304,0,0,0,0,0,1
i,0x257792e9,1556708349.098298,10.1.1.67,22,10.1.1.11,18879,1073725440,20730,0,66560,66608,6,6,8,1448,151,1,1012,230,33304,0,0,0,1,0,1
i,0xa07bc249,1556708349.167730,10.1.1.67,22,10.1.1.11,28300,1073725440,14481,0,66560,66608,6,6,4,1448,174,1,16778208,235,33304,0,66608,0,0,0,0
o,0x1fa3618a,1556708349.171959,10.1.1.67,22,10.1.1.11,28300,1073725440,14481,0,66560,66608,6,6,4,1448,174,1,16778208,235,33304,49,66608,25,0,0,0
o,0x03b619e7,1556708349.172445,10.1.1.67,22,10.1.1.11,28300,1073725440,14481,0,66560,66608,6,6,4,1448,174,1,16778208,235,33304,1697,66608,0,49,0,0
i,0xe8f69ce7,1556708349.172462,10.1.1.67,22,10.1.1.11,28300,1073725440,14481,0,66560,66608,6,6,4,1448,174,1,16778208,235,33304,1697,66608,0,1497,0,0
i,0xe6dd014a,1556708349.267284,10.1.1.67,22,10.1.1.11,28300,1073725440,14530,0,66560,66608,6,6,4,1448,153,1,992,232,33304,1648,66608,0,1448,0,1
o,0xa35c1ea5,1556708349.267289,10.1.1.67,22,10.1.1.11,28300,1073725440,15978,0,66560,66608,6,6,4,1448,514,1,16778208,327,33304,200,66608,0,0,0,96
